City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,,20268400.31,,,,2073175.32,,,,100.0,,,,51.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,169264.49,,,,,,,,31.0,
,,,,,,,,,,,636611.03,,,,,,,,45.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,471970.15,,,,,,,,15.0,
,,,,,,,,,,,471970.15,,,,,,,,15.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,471970.15,,,,,,,,15.0,
,,,,,,,,,,,485044.91,,,,,,,,20.0,
,,,,,,,,,,,274253.48,,,,,,,,51.0,
,,,,,,,,,,,334633.71,,,,,,,,62.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,176598.78,,,,606535.44,,,,12.0,,,,64.0,
,,,,,,,,,,,35855.67,,,,,,,,6.0,
,,,,,,,,,,,294673.76,,,,,,,,49.0,
,,,,,,,,,,,294673.76,,,,,,,,49.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,169264.49,,,,,,,,31.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,60380.23,,,,,,,,11.0,
,,,,,,,,,,,633235.09,,,,,,,,39.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,274253.48,,,,,,,,51.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,60380.23,,,,,,,,11.0,
,,,,,,,,,,,169264.49,,,,,,,,31.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,485044.91,,,,,,,,20.0,
,,,,,,,,,,,60380.23,,,,,,,,11.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,471970.15,,,,,,,,15.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,654309.4,,,,,,,,51.0,
,,,,,,,,,,,60380.23,,,,,,,,11.0,
,,,,,,,,,,,294673.76,,,,,,,,49.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,610454.18,,,,,,,,38.0,
,,,,,,,,,,,161264.94,,,,,,,,24.0,
,,,,,,,,,,,60380.23,,,,,,,,11.0,
,,,,,,,,,,,169264.49,,,,,,,,31.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,485044.91,,,,,,,,20.0,
,,,,,,,,,,,169264.49,,,,,,,,31.0,
,,,,,,,,,,,507825.82,,,,,,,,21.0,
,,,,,,,,,,,597379.42,,,,,,,,33.0,
,,,,,,,,,,,104988.99,,,,,,,,20.0,
,,,,,,,,,,,35855.67,,,,,,,,6.0,
,,,,,,,,,,,125409.27,,,,,,,,18.0,
,,,,,,,,,,,60380.23,,,,,,,,11.0,
,,,,,,,,,,,165369.22,,,,,,,,31.0,
,,,,,,,,,,,108628.94,,,,,,,,12.0,
,,,,,,,,,,,60380.23,,,,,,,,11.0,
,,,,,,,2184506.78,,,,471621.9,,,,86.0,,,,14.0,
,,,,,,,,,,,362846.02,,,,,,,,24.0,
,,,,,,,,,,,108628.94,,,,,,,,12.0,
,,,,,,,176598.78,,,,1031200.12,,,,12.0,,,,73.0,
,,,,,,,,,,,169009.17,,,,,,,,23.0,
,,,,,,,,,,,108628.94,,,,,,,,12.0,
,,,,,,,320691.4,,,,635584.03,,,,31.0,,,,62.0,
,,,,,,,176598.78,,,,861935.63,,,,12.0,,,,42.0,
,,,,,,,,,,,362846.02,,,,,,,,24.0,
,,,,,,,176598.78,,,,606535.44,,,,12.0,,,,64.0,
,,,,,,,,,,,108628.94,,,,,,,,12.0,
,,,,,,,2328599.4,,,,621686.27,,,,105.0,,,,42.0,
,,,,,,,144092.62,,,,150064.37,,,,19.0,,,,28.0,
,,,,,,,176598.78,,,,437270.95,,,,12.0,,,,33.0,
,,,,,,,,,,,108628.94,,,,,,,,12.0,
,,,,,,,2328599.4,,,,727566.01,,,,105.0,,,,55.0,
,,,,,,,144092.62,,,,150064.37,,,,19.0,,,,28.0,
,,,,,,,176598.78,,,,861935.63,,,,12.0,,,,42.0,
,,,,,,,176598.78,,,,546155.21,,,,12.0,,,,53.0,
,,,,,,,2328599.4,,,,730315.21,,,,105.0,,,,54.0,
,,,,,,,144092.62,,,,255944.11,,,,19.0,,,,41.0,
,,,,,,,320691.4,,,,526955.09,,,,31.0,,,,50.0,
,,,,,,,,,,,169009.17,,,,,,,,23.0,
,,,,,,,,,,,362846.02,,,,,,,,24.0,
,,,,,,,176598.78,,,,437270.95,,,,12.0,,,,33.0,
,,,,,,,,,,,381117.32,,,,,,,,28.0,
,,,,,,,144092.62,,,,150064.37,,,,19.0,,,,28.0,
,,,,,,,,,,,485044.91,,,,,,,,20.0,
,,,,,,,176598.78,,,,376890.72,,,,12.0,,,,22.0,
,,,,,,,,,,,471474.96,,,,,,,,36.0,
,,,,,,,,,,,108628.94,,,,,,,,12.0,
,,,,,,,2184506.78,,,,834467.92,,,,86.0,,,,38.0,
,,,,,,,,,,,471474.96,,,,,,,,36.0,
,,,,,,,4663474.98,,,,839343.16,,,,175.0,,,,61.0,
,,,,,,,,,,,362846.02,,,,,,,,24.0,
,,,,,,,144092.62,,,,150064.37,,,,19.0,,,,28.0,
,,,,,,,,,,,169009.17,,,,,,,,23.0,
,,,,,,,144092.62,,,,407204.11,,,,19.0,,,,46.0,
,,,,,,,176598.78,,,,545899.89,,,,12.0,,,,45.0,
,,,,,,,144092.62,,,,150064.37,,,,19.0,,,,28.0,
,,,,,,,320691.4,,,,1163260.0,,,,31.0,,,,75.0,
,,,,,,,144092.62,,,,301324.37,,,,19.0,,,,33.0,
,,,,,,,176598.78,,,,376890.72,,,,12.0,,,,22.0,
,,,,,,,4519382.36,,,,1052124.81,,,,156.0,,,,57.0,
,,,,,,,2328599.4,,,,621686.27,,,,105.0,,,,42.0,
,,,,,,,2328599.4,,,,621686.27,,,,105.0,,,,42.0,
,,,,,,,,,,,1507975.01,,,,,,,,28.0,
,,,,,,,,,,,1507975.01,,,,,,,,28.0,
,,,,,,,,261571.82,,,342344.59,,,,,13.0,,,40.0,
,,,,,,,,,,,597981.54,,,,,,,,29.0,
,,,,,,,,,,,26156.85,,,,,,,,7.0,
,,,,,,,,,,,105879.74,,,,,,,,13.0,
,,,,,,,,,,,1507975.01,,,,,,,,28.0,
,,,,,,,,,,,1889092.33,,,,,,,,56.0,
,,,,,,,,,,,105879.74,,,,,,,,13.0,
,,,,,,,,,,,152247.1,,,,,,,,22.0,
,,,,,,,,,,,1507975.01,,,,,,,,28.0,
,,,,,,,,,,,62012.52,,,,,,,,13.0,
,,,,,,,,,,,1507975.01,,,,,,,,28.0,
,,,,,,,,,,,46367.36,,,,,,,,9.0,
,,,,,,,477536.74,,,,1076988.32,,,,26.0,,,,35.0,
,,,,,,,,,,,530043.05,,,,,,,,19.0,
,,,,,,,,,,,597981.54,,,,,,,,29.0,
,,,,,,,,,,,67938.49,,,,,,,,10.0,
,,,,,,,,,,,105879.74,,,,,,,,13.0,
,,,,,,,,,,,67938.49,,,,,,,,10.0,
,,,,,,,4506871.84,261571.82,,,7025402.51,,,,69.0,13.0,,,119.0,
,,,,,,,,,,,67938.49,,,,,,,,10.0,
,,,,,,,4506871.84,,,,8789014.47,,,,69.0,,,,136.0,
,,,,,,,,,,,123977.58,,,,,,,,10.0,
,,,,,,,,,,,275237.58,,,,,,,,15.0,
,,,,,,,,,,,26156.85,,,,,,,,7.0,
,,,,,,,,,,,105879.74,,,,,,,,13.0,
,,,,,,,,,,,26156.85,,,,,,,,7.0,
,,,,,,,,,,,2038018.06,,,,,,,,47.0,
,,,,,,,,,,,1631952.59,,,,,,,,38.0,
,,,,,,,,261571.82,,,872387.64,,,,,13.0,,,59.0,
,,,,,,,,,,,597981.54,,,,,,,,29.0,
,,,,,,,4506871.84,261571.82,,,7025402.51,,,,69.0,13.0,,,119.0,
,,,,,,,477536.74,,,,1580874.52,,,,26.0,,,,47.0,
,,,,,,,,,,,301394.43,,,,,,,,22.0,
,,,,,,,477536.74,,,,3088849.53,,,,26.0,,,,75.0,
,,,,,,,,,,,1554342.37,,,,,,,,37.0,
,,,,,,,,,,,2038018.06,,,,,,,,47.0,
,,,,,,,,,,,657361.05,,,,,,,,38.0,
,,,,,,,,,,,1554342.37,,,,,,,,37.0,
,,,,,,,,,,,1507975.01,,,,,,,,28.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,,,,,46367.36,,,,,,,,9.0,
,,,,,,,477536.74,,,,1050831.47,,,,26.0,,,,28.0,
,,,,,,,477536.74,,,,1050831.47,,,,26.0,,,,28.0,
,,,,,,,477536.74,,,,2558806.48,,,,26.0,,,,56.0,
,,,,,,,,,,,46367.36,,,,,,,,9.0,
,,,,,,,4506871.84,,,,8305338.78,,,,69.0,,,,126.0,
,,,,,,,,,,,150134.43,,,,,,,,17.0,
,,,,,,,,,,,1613854.75,,,,,,,,41.0,
,,,,,,,,,,,46367.36,,,,,,,,9.0,
,,,,,,,,,,,46367.36,,,,,,,,9.0,
,,,,,,,,,,,1145190.4,,,,,,,,35.0,
,,,,,,,477536.74,,,,2584963.33,,,,26.0,,,,63.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,4506871.84,261571.82,,,7025402.51,,,,69.0,13.0,,,119.0,
,,,,,,,,,,,1507975.01,,,,,,,,28.0,
,,,,,,,477536.74,,,,2558806.48,,,,26.0,,,,56.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,4549807.97,,,,3410709.61,,,,6.0,,,,110.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,13722175.19,,,,3481771.79,,,,13.0,,,,46.0,
,,,,,,,,,,,390432.46,,,,,,,,16.0,
,,,,,,,,,,,3278090.99,,,,,,,,111.0,
,,,,,,,,7744379.86,,,5922902.32,,,,,197.0,,,166.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,13722175.19,,,,978822.38,,,,13.0,,,,34.0,
,,,,,,,,,,,2887658.53,,,,,,,,95.0,
,,,,,,,4549807.97,,,,3410709.61,,,,6.0,,,,110.0,
,,,,,,,,,,,390432.46,,,,,,,,16.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,,,,2502949.41,,,,,,,,12.0,
,,,,,,,,,,,2502949.41,,,,,,,,12.0,
,,,,,,,,7744379.86,,,5922902.32,,,,,197.0,,,166.0,
,,,,,,,4506871.84,,,,9253945.82,,,,69.0,,,,101.0,
,,,,,,,,,,,2502949.41,,,,,,,,12.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,13722175.19,,,,3435404.43,,,,13.0,,,,37.0,
,,,,,,,4506871.84,,,,6750996.41,,,,69.0,,,,89.0,
,,,,,,,3385704.4,1683677.22,,,4346967.0,,,,83.0,14.0,,,145.0,
,,,,,,,4549807.97,,,,3436176.44,,,,6.0,,,,116.0,
,,,,,,,,,,,2887658.53,,,,,,,,95.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,4549807.97,,,,523051.08,,,,6.0,,,,15.0,
,,,,,,,,,,,390432.46,,,,,,,,16.0,
,,,,,,,4549807.97,,,,3410709.61,,,,6.0,,,,110.0,
,,,,,,,4549807.97,,,,913483.54,,,,6.0,,,,31.0,
,,,,,,,,7744379.86,,,5922902.32,,,,,197.0,,,166.0,
,,,,,,,13722175.19,,,,932455.02,,,,13.0,,,,25.0,
,,,,,,,,,,,2502949.41,,,,,,,,12.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,13722175.19,,,,1283904.87,,,,13.0,,,,51.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,261571.82,,,274406.1,,,,,13.0,,,30.0,
,,,,,,,798866.99,,,,1994075.33,,,,10.0,,,,8.0,
,,,,,,,,,,,0.0,,,,,,,,1.0,
,,,,,,,,,,,124141.83,,,,,,,,4.0,
,,,,,,,798866.99,,,,1994075.33,,,,10.0,,,,10.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,161.0,
,,,,,,,,,,,0.0,,,,,,,,1.0,
,,,,,,,,,,,0.0,,,,,,,,1.0,
,,,,,,,798866.99,,,,1994075.33,,,,10.0,,,,9.0,
,,,,,,,4549807.97,7744379.86,,,9308145.1,,,,6.0,197.0,,,270.0,
,,,,,,,,,,,124141.83,,,,,,,,4.0,
,,,,,,,,,,,0.0,,,,,,,,1.0,
,,,,,,,5348674.96,7744379.86,,,11302220.43,,,,16.0,197.0,,,279.0,
,,,,,,,3385704.4,1683677.22,,,1459308.47,,,,83.0,14.0,,,50.0,
,,,,,,,,,,,0.0,,,,,,,,2.0,
,,,,,,,798866.99,,,,1994075.33,,,,10.0,,,,8.0,
,,,,,,,,,,,0.0,,,,,,,,2.0,
,,,,,,,,,,,0.0,,,,,,,,1.0,
,,,,,,,,,,,124141.83,,,,,,,,5.0,
,,,,,,,3385704.4,1683677.22,,,1538096.99,,,,83.0,14.0,,,56.0,
,,,,,,,798866.99,,,,2072863.85,,,,10.0,,,,14.0,
,,,,,,,3385704.4,1683677.22,,,1459308.47,,,,83.0,14.0,,,50.0,
,,,,,,,3385704.4,1683677.22,,,1538096.99,,,,83.0,14.0,,,56.0,
,,,,,,,798866.99,,,,1994075.33,,,,10.0,,,,9.0,
,,,,,,,,,,,124141.83,,,,,,,,4.0,
,,,,,,,798866.99,,,,1994075.33,,,,10.0,,,,8.0,
,,,,,,,798866.99,,,,1994075.33,,,,10.0,,,,9.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,4519382.36,,,,689278.79,,,,156.0,,,,33.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,287613344.3,,,,909692.91,,,,45.0,,,,51.0,
,,,,,,,288627360.4,,,,558243.06,,,,61.0,,,,25.0,
,,,,,,,287613344.3,,,,776115.96,,,,45.0,,,,32.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,2334875.58,,,,569106.74,,,,70.0,,,,45.0,
,,,,,,,288627360.4,,,,558243.06,,,,61.0,,,,25.0,
,,,,,,,,,,,217872.9,,,,,,,,7.0,
,,,,,,,289948219.8,,,,775899.95,,,,115.0,,,,44.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,288627360.4,,,,558243.06,,,,61.0,,,,25.0,
,,,,,,,287613344.3,,,,909692.91,,,,45.0,,,,51.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,,,,,217872.9,,,,,,,,7.0,
,,,,,,,290962235.9,,,,775899.95,,,,131.0,,,,44.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,288627360.4,,,,776115.96,,,,61.0,,,,32.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,1014016.1,,,,,,,,16.0,,,,,
,,,,,,,,,,,217872.9,,,,,,,,7.0,
,,,,,,,,,,,315689.57,,,,,,,,10.0,
,,,,,,,287613344.3,,,,909692.91,,,,45.0,,,,51.0,
,,,,,,,4519382.36,,,,795158.53,,,,156.0,,,,46.0,
,,,,,,,287613344.3,,,,909692.91,,,,45.0,,,,51.0,
,,,,,,,1014016.1,,,,,,,,16.0,,,,,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,289948219.8,,,,775899.95,,,,115.0,,,,44.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,287613344.3,,,,909692.91,,,,45.0,,,,51.0,
,,,,,,,,,,,217872.9,,,,,,,,7.0,
,,,,,,,,,,,217872.9,,,,,,,,7.0,
,,,,,,,,,,,351449.85,,,,,,,,26.0,
,,,,,,,2334875.58,,,,569106.74,,,,70.0,,,,45.0,
,,,,,,,287613344.3,,,,909692.91,,,,45.0,,,,51.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,1014016.1,,,,,,,,16.0,,,,,
,,,,,,,,,,,217872.9,,,,,,,,7.0,
,,,,,,,287613344.3,,,,558243.06,,,,45.0,,,,25.0,
,,,,,,,1014016.1,,,,,,,,16.0,,,,,
,,,,,,,4519382.36,,,,689278.79,,,,156.0,,,,33.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,289948219.8,,,,775899.95,,,,115.0,,,,44.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,97816.67,,,,,,,,3.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,30856.49,,,,,,,,5.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,1919898.19,,,,,,,,27.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,105329.8,,,,,,,,7.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,105329.8,,,,,,,,7.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,2547704.27,,,,,,,,43.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,105329.8,,,,,,,,7.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,105329.8,,,,,,,,7.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,642355.28,,,,,,,,16.0,
,,,,,,,,,,,30856.49,,,,,,,,5.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,1411374.1,,,,,,,,30.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,1237988.37,,,,,,,,10.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,136186.29,,,,,,,,12.0,
,,,,,,,,,,,1113846.54,,,,,,,,6.0,
,,,,,,,,,,,30856.49,,,,,,,,5.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,5156.14,,,,,,,,4.0,
,,,,,,,,,,,1113846.54,,,,,,,,6.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,2547704.27,,,,,,,,43.0,
,,,,,,,,,,,105329.8,,,,,,,,7.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,30856.49,,,,,,,,5.0,
,,,,,,,,,,,636178.94,,,,,,,,14.0,
,,,,,,,,,,,605322.45,,,,,,,,9.0,
,,,,,,,,,,,1237988.37,,,,,,,,10.0,
,,,,,,,,,,,124141.83,,,,,,,,4.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,5156.14,,,,,,,,4.0,
,,,,,,,,,,,124141.83,,,,,,,,4.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,105329.8,,,,,,,,7.0,
,,,,,,,,,,,136186.29,,,,,,,,12.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,11834.39,,,,,,,,5.0,
,,,,,,,,,,,3370742.26,,,,,,,,24.0,
,,,,,,,,,,,11834.39,,,,,,,,5.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,1741652.62,,,,,,,,22.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,806051.65,,,,,,,,21.0,
,,,,,,,,,,,1258838.94,,,,,,,,12.0,
,,,,,,,,,,,3400.0,,,,,,,,1.0,
,,,,,,,,,,,3400.0,,,,,,,,1.0,
,,,,,,,,,,,5450943.6,,,,,,,,29.0,
,,,,,,,,,,,1606464.58,,,,,,,,15.0,
,,,,,,,20268400.31,,,,2073175.32,,,,100.0,,,,51.0,
,,,,,,,,,,,3400.0,,,,,,,,1.0,
,,,,,,,20268400.31,,,,2073175.32,,,,100.0,,,,51.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,3400.0,,,,,,,,1.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,3400.0,,,,,,,,1.0,
,,,,,,,20268400.31,,,,2073175.32,,,,100.0,,,,51.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,3400.0,,,,,,,,1.0,
,,,,,,,20268400.31,,,,3679639.9,,,,100.0,,,,66.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,,,,,,3345519.05,,,,,,,,73.0,
,,,,,,,20268400.31,,,,3679639.9,,,,100.0,,,,66.0,
,,,,,,,20268400.31,,,,2073175.32,,,,100.0,,,,51.0,
,,,,,,,,,,,1255438.94,,,,,,,,11.0,
,,,,,,1156912.95,388480.82,,,,9818749.51,,,16.0,7.0,,,,96.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,231358.29,,,,,,,,4.0,
,,,,,,,,,,,1606464.58,,,,,,,,15.0,
,,,,,,1156912.95,388480.82,,,,9818749.51,,,16.0,7.0,,,,96.0,
,,,,,,,,,,,5156.14,,,,,,,,4.0,
,,,,,,1156912.95,388480.82,,,,9818749.51,,,16.0,7.0,,,,96.0,
,,,,,,,,,,,5156.14,,,,,,,,4.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,1156912.95,388480.82,,,,9818749.51,,,16.0,7.0,,,,96.0,
,,,,,,,,,,,5450943.6,,,,,,,,29.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,1156912.95,388480.82,,,,9818749.51,,,16.0,7.0,,,,96.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,6168808.27,,,,,,,,50.0,
,,,,,,,,,,,5156.14,,,,,,,,4.0,
,,,,,,,,,,,486506.38,,,,,,,,17.0,
,,,,,,,,,,,7057408.18,,,,,,,,44.0,
,,,,,,,,,,,5682301.89,,,,,,,,33.0,
,,,,,,,,,,,486506.38,,,,,,,,17.0,
,,,,,,,,,,,231358.29,,,,,,,,4.0,
,,,,,,,,,,,469352.39,,,,,,,,9.0,
,,,,,,,,,,,5937449.98,,,,,,,,46.0,
,,,,,,,,,,,486506.38,,,,,,,,17.0,
,,,,,,,,,,,1849654.47,,,,,,,,21.0,
,,,,,,,,,,,231358.29,,,,,,,,4.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,4100.0,,,,,,,,1.0,
,,,,,,,,,,,425928.51,,,,,,,,24.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,131175.06,,,,,,,,13.0,
,,,,,,,,,,,4100.0,,,,,,,,1.0,
,,,,,,,,,,,698053.3,,,,,,,,25.0,
,,,,,,,,,,,11732.83,,,,,,,,5.0,
,,,,,,,,,,,1026819.94,,,,,,,,30.0,
,,,,,,,,,,,698053.3,,,,,,,,25.0,
